,popularity,vote_count,id_x,adult,original_language,title,vote_average,overview,MPAA,year,month,studio,production_budget,domestic_gross,worldwide_gross,tconst,primary_title,original_title,start_year,runtime_minutes,genres,avg_rating_imdb,num_votes_imdb,actors,directors,producers,editors,writers
523,11.384,2514,65086,False,en,the woman in black,6.1,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",PG-13,2012,02,CBS,"$15,000,000","$54,333,290","$128,955,898",tt1596365,the woman in black,The Woman in Black,2012,95.0,"Drama,Fantasy,Horror",6.4,165357,"Ciarán Hinds,Daniel Radcliffe,Janet McTeer,Emma Shorey",James Watkins,"Brian Oliver,Simon Oakes,Richard Jackson",,"Jane Goldman,Susan Hill"
524,8.264,382,65229,False,fr,tomboy,7.2,"A French family moves to a new neighborhood with during the summer holidays. The story follows a 10-year-old gender non-conforming child, Laure, who experiments with their gender presentation, adopting the name Mikäel.",,2011,04,,,,,tt1847731,tomboy,Tomboy,2011,82.0,Drama,7.3,15475,"Zoé Héran,Malonn Lévana,Jeanne Disson,Sophie Cattani",Céline Sciamma,Bénédicte Couvreur,Julien Lacheray,
525,9.966,284,65599,False,en,the woman,6.1,A lawyer puts his family in jeopardy when he captures the last member of a violent clan and tries to forcibly tame her.,R,2011,10,,,,,tt1714208,the woman,The Woman,2011,101.0,Horror,6.0,20046,"Pollyanna McIntosh,Lauren Ashley Carter,Brandon Gerald Fuller,Chris Krzykowski",Lucky McKee,"Andrew van den Houten,Robert Tonino",,Jack Ketchum
526,8.875,111,65650,False,en,the good doctor,5.7,"Dr. Martin Blake, who has spent his life looking for respect, meets an 18-year-old patient named Diane, suffering from a kidney infection, and gets a much-needed boost of self-esteem. However, when her health starts improving, Martin fears losing her, so he begins tampering with her treatment, keeping Diane sick and in the hospital right next to him.",R,2011,04,,,,,tt1582271,the good doctor,The Good Doctor,2011,91.0,"Drama,Thriller",5.5,6006,"Taraji P. Henson,Riley Keough,Orlando Bloom,Rob Morrow",Lance Daly,"Dan Etheridge,Jonathan King",,John Enbom
527,21.556,4691,65754,False,en,the girl with the dragon tattoo,7.3,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",R,2011,12,,"$90,000,000","$102,515,793","$239,373,970",tt1568346,the girl with the dragon tattoo,The Girl with the Dragon Tattoo,2011,158.0,"Crime,Drama,Mystery",7.8,387580,"Stellan Skarsgård,Christopher Plummer,Daniel Craig,Rooney Mara",David Fincher,"Scott Rudin,Søren Stærmose,Ceán Chaffin",,"Steven Zaillian,Stieg Larsson"
528,12.877,931,65759,False,en,happy feet two,6.0,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.",PG,2011,11,WB,"$135,000,000","$64,006,466","$157,956,466",tt1402488,happy feet two,Happy Feet Two,2011,100.0,"Adventure,Animation,Comedy",5.9,38396,"Carlos Alazraqui,Elijah Wood,Robin Williams,Pink","George Miller,Gary Eck,David Peers",,,"John Collee,Warren Coleman,Paul Livingston"
529,10.524,316,65760,False,en,the whistleblower,6.7,"Based on the experiences of Nebraska cop Kathryn Bolkovac (Rachel Weisz) who discovers a deadly sex trafficking ring while serving as a U.N. peacekeeper in post-war Bosnia. Risking her own life to save the lives of others, she uncovers an international conspiracy that is determined to stop her, no matter the cost.",R,2010,09,,,,,tt0896872,the whistleblower,The Whistleblower,2010,112.0,"Action,Biography,Crime",7.2,29826,"Monica Bellucci,Rachel Weisz,Vanessa Redgrave,David Strathairn",Larysa Kondracki,"Celine Rattray,Christina Piovesan",,Eilis Kirwan
530,8.16,170,66125,False,en,red dog,7.0,Based on the legendary true story of the Red Dog who united a disparate local community while roaming the Australian outback in search of his long lost master.,,2011,08,,"$9,100,000",$0,"$20,927,794",tt0803061,red dog,Red Dog,2011,92.0,"Biography,Comedy,Drama",7.4,15357,"Rohan Nichol,Josh Lucas,Rachael Taylor,Luke Ford",Kriv Stenders,"Julie Ryan,Nelson Woss",,"Daniel Taplitz,Louis de Bernières"
531,7.0,943,66129,False,fr,the tuche family,6.1,"Everyone in the village of Bouzolles knows the Tuche family, who live by the philosophy ""Man is not made to work."" Despite their lack of money, they strive to be happy... that is, until their hand-to-mouth existence is turned on its head. After winning the lottery, the Tuches get rich beyond their wildest dreams and move to Monaco. And while attempting to fit in in their swanky new homeland, they struggle to stay true to the same principles by which they've always lived.",,2011,06,,,,,tt1793931,the tuche family,Les Tuche,2011,95.0,Comedy,5.4,2614,"Jean-Paul Rouve,Isabelle Nanty,Claire Nadeau,Théo Fernandez",Olivier Baroux,Richard Grandpierre,,"Chantal Lauby,Philippe Mechelen"
532,10.077,256,66195,False,en,the perfect host,6.3,A criminal on the run cons his way into the wrong dinner party where the host is anything but ordinary.,R,2010,07,,,,,tt1334553,the perfect host,The Perfect Host,2010,93.0,"Comedy,Crime,Thriller",6.8,23378,"Clayne Crawford,Tyrees Allen,David Hyde Pierce,Nathaniel Parker",Nick Tomnay,"Mark Victor,Stacey Testro",,Krishna Jones
533,34.843,51,67308,False,cn,3-d sex and zen: extreme ecstasy,4.7,"Loosely based on a 17th century erotic Chinese story named The Carnal Prayer Mat, the story follows a young scholar named Yangsheng who gets married to the beautiful daughter of a local merchant. When their sex life proves unsatisfactory, Yangsheng leaves home and journeys to the Pavilion of Ultimate Bliss.",NR,2011,04,,,,,tt1365048,3-d sex and zen: extreme ecstasy,3D Yuk po tuen: Gik lok bo gam,2011,129.0,"Comedy,Drama",4.4,2293,"Hiro Hayama,Leni Lan Crazybarby,Miyavi Matsunoi,Vienna Lyn",Christopher Sun,Jr. Stephen Siu,,"Stephen Shiu,Mark Wu,Yu Li"
534,9.933,549,67660,False,en,think like a man,6.9,"The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.",PG-13,2012,04,SGem,"$12,000,000","$91,547,205","$113,373,764",tt1621045,think like a man,Think Like a Man,2012,122.0,"Comedy,Romance",6.6,41043,"Kevin Hart,Chris Brown,Gabrielle Union,Michael Ealy",Tim Story,Will Packer,,"Keith Merryman,David A. Newman,Steve Harvey"
535,14.121,99,67911,False,en,bucky larson: born to be a star,4.3,A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps -- and become a porn star.,R,2011,09,,"$10,000,000","$2,529,395","$2,529,395",tt1411664,bucky larson: born to be a star,Bucky Larson: Born to Be a Star,2011,97.0,Comedy,3.3,10648,"Stephen Dorff,Don Johnson,Christina Ricci,Nick Swardson",Tom Brady,"Jack Giarraputo,David Dorfman",,"Adam Sandler,Allen Covert"
536,13.398,680,67913,False,en,the guard,7.0,"Two policemen must join forces to take on an international drug- smuggling gang - one, an unorthodox Irish policeman and the other, a straitlaced FBI agent. Sergeant Gerry Boyle is an eccentric small-town cop with a confrontational and crass personality and a subversive sense of humor. A longtime policeman in County Galway, Boyle is a maverick with his own moral code. He has seen enough of the world to know there isn't much to it and has had plenty of time to think about it. When a fellow police officer disappears and Boyle's small town becomes key to a large drug trafficking investigation, he is forced to at least feign interest when dealing with the humorless FBI agent Wendell Everett assigned to the case.",R,2011,07,SPC,"$6,000,000","$5,359,774","$21,197,454",tt1540133,the guard,The Guard,2011,96.0,"Comedy,Crime,Thriller",7.3,75183,"Mark Strong,Don Cheadle,Brendan Gleeson,Ronan Collins",John Michael McDonagh,"Ed Guiney,Andrew Lowe,Chris Clark,Flora Fernandez-Marengo",,
537,11.342,528,68179,False,en,escape from planet earth,5.8,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,PG,2013,02,Wein.,"$40,000,000","$57,012,977","$74,156,610",tt0765446,escape from planet earth,Escape from Planet Earth,2013,89.0,"Adventure,Animation,Comedy",5.9,23298,"Brendan Fraser,Sarah Jessica Parker,Jessica Alba,Rob Corddry",Cal Brunker,,,"Tony Leech,Bob Barlen,Stephen Fry,David Javerbaum,Dan Mazer"
538,11.67,156,68341,False,ja,cold fish,6.8,Shamoto runs a small tropical fish shop. When his daughter Mitsuko is caught shoplifting at a grocery store a man named Murata steps in to settle things between the girl and the store manager. Murata also runs a tropical fish shop and he and Shamoto soon become friendly. However Murata hides many dark secrets behind his friendly face.,NR,2010,06,,,,,tt1632547,cold fish,Tsumetai nettaigyo,2010,146.0,"Comedy,Crime,Drama",7.1,9672,"Mitsuru Fukikoshi,Megumi Kagurazaka,Denden,Asuka Kurosawa",Sion Sono,"Yoshinori Chiba,Toshiki Kimura",,Yoshiki Takahashi
539,11.108,232,68684,False,en,detention,5.6,"As a killer named Cinderhella stalks the student body at the high school in Grizzly Lake, a group of co-eds band together to survive while they're all serving detention.",R,2011,03,,,,,tt1701990,detention,Detention,2011,93.0,"Comedy,Horror,Mystery",5.8,14221,"Josh Hutcherson,Shanley Caswell,Spencer Locke,Dane Cook",Joseph Kahn,"Mary Ann Tanedo,Richard Weager",,Mark Palermo
540,34.241,18644,68718,False,en,django unchained,8.1,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",R,2012,12,Wein.,"$100,000,000","$162,805,434","$449,948,323",tt1853728,django unchained,Django Unchained,2012,165.0,"Drama,Western",8.4,1211405,"Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Kerry Washington",Quentin Tarantino,"Stacey Sher,Reginald Hudlin,Pilar Savone",Fred Raskin,
541,26.192,16319,68721,False,en,iron man 3,6.9,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",PG-13,2013,04,BV,"$200,000,000","$408,992,272","$1,215,392,272",tt1300854,iron man 3,Iron Man Three,2013,130.0,"Action,Adventure,Sci-Fi",7.2,692794,"Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Guy Pearce",Shane Black,,,"Jack Kirby,Stan Lee,Don Heck,Larry Lieber,Drew Pearce"
542,18.692,1810,68722,False,en,the master,7.2,"Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II.",R,2012,09,Wein.,"$37,500,000","$16,247,159","$50,647,416",tt1560747,the master,The Master,2012,138.0,Drama,7.1,131365,"Amy Adams,Philip Seymour Hoffman,Joaquin Phoenix,Jesse Plemons",Paul Thomas Anderson,"Megan Ellison,JoAnne Sellar,Daniel Lupi",,
543,29.495,6250,68724,False,en,elysium,6.5,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes (Jodie Foster), a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max (Matt Damon) is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.",R,2013,08,TriS,"$120,000,000","$93,050,117","$286,192,091",tt1535108,elysium,Elysium,2013,109.0,"Action,Drama,Sci-Fi",6.6,395572,"Matt Damon,Alice Braga,Jodie Foster,Sharlto Copley",Neill Blomkamp,"Bill Block,Simon Kinberg",Julian Clarke,
544,32.148,8752,68726,False,en,pacific rim,6.8,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",PG-13,2013,07,WB,"$190,000,000","$101,802,906","$411,002,906",tt1663662,pacific rim,Pacific Rim,2013,131.0,"Action,Adventure,Sci-Fi",6.9,443667,"Charlie Hunnam,Rinko Kikuchi,Idris Elba,Charlie Day",Guillermo del Toro,"Mary Parent,Jon Jashni,Thomas Tull",,Travis Beacham
545,17.185,1540,68727,False,en,trance,6.6,A violent gang enlists the help of a hypnotherapist in an attempt to locate a painting which somehow vanished in the middle of a heist.,R,2013,03,FoxS,"$16,000,000","$2,322,593","$22,594,052",tt1924429,trance,Trance,2013,101.0,"Crime,Drama,Mystery",6.9,104951,"Rosario Dawson,James McAvoy,Vincent Cassel,Danny Sapani",Danny Boyle,Christian Colson,,"John Hodge,Joe Ahearne"
546,15.125,5324,68728,False,en,oz the great and powerful,5.9,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",PG,2013,03,BV,"$200,000,000","$234,770,996","$490,359,051",tt1623205,oz the great and powerful,Oz the Great and Powerful,2013,130.0,"Adventure,Family,Fantasy",6.3,192045,"James Franco,Rachel Weisz,Michelle Williams,Mila Kunis",Sam Raimi,Joe Roth,,"David Lindsay-Abaire,Mitchell Kapner,L. Frank Baum"
547,14.732,2048,68730,False,en,silence,7.1,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",,2016,12,,"$46,500,000","$7,100,177","$23,726,626",tt0490215,silence,Silence,2016,161.0,"Adventure,Drama,History",7.2,85242,"Liam Neeson,Andrew Garfield,Tadanobu Asano,Adam Driver",Martin Scorsese,"Randall Emmett,Vittorio Cecchi Gori,Barbara De Fina",,"Jay Cocks,Shûsaku Endô"
548,17.909,5917,68734,False,en,argo,7.3,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",R,2012,10,WB,"$44,500,000","$136,025,503","$227,140,757",tt1024648,argo,Argo,2012,120.0,"Biography,Drama,Thriller",7.7,534683,"John Goodman,Ben Affleck,Bryan Cranston,Alan Arkin",,"George Clooney,Grant Heslov",,"Chris Terrio,Tony Mendez,Joshuah Bearman"
549,27.971,4819,68735,False,en,warcraft,6.3,"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.",PG-13,2016,05,Uni.,"$160,000,000","$47,225,655","$425,522,281",tt0803096,warcraft,Warcraft,2016,123.0,"Action,Adventure,Fantasy",6.9,225557,"Dominic Cooper,Paula Patton,Travis Fimmel,Ben Foster",Duncan Jones,"Jon Jashni,Charles Roven,Stuart Fenegan,Alex Gartner",,Charles Leavitt
550,35.895,1805,68737,False,en,seventh son,5.4,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",PG-13,2014,12,,,,,tt1121096,seventh son,Seventh Son,2014,102.0,"Action,Adventure,Fantasy",5.5,66565,"Ben Barnes,Julianne Moore,Jeff Bridges,Alicia Vikander",Sergei Bodrov,Basil Iwanyk,,"Charles Leavitt,Steven Knight,Matt Greenberg,Joseph Delaney"
551,9.164,655,68812,False,en,the iceman,6.5,"The true story of Richard Kuklinski, the notorious contract killer and family man.",R,2012,09,,,,,tt1491044,the iceman,The Iceman,2012,106.0,"Biography,Crime,Drama",6.9,65571,"Chris Evans,Michael Shannon,James Franco,Winona Ryder",Ariel Vromen,"Avi Lerner,Ehud Bleiberg",,"Morgan Land,Anthony Bruno,Jim Thebaut"
552,14.376,1122,68817,False,en,footloose,6.6,"Ren MacCormack is transplanted from Boston to the small southern town of Bomont where loud music and dancing are prohibited. Not one to bow to the status quo, Ren challenges the ban, revitalizing the town and falling in love with the minister’s troubled daughter Ariel in the process.",PG-13,2011,10,,"$24,000,000","$51,802,742","$62,989,834",tt1068242,footloose,Footloose,2011,113.0,"Comedy,Drama,Music",5.9,43251,"Kenny Wormald,Andie MacDowell,Julianne Hough,Dennis Quaid",Craig Brewer,"Brad Weston,Craig Zadan,Neil Meron,Dylan Sellers",,Dean Pitchford
553,10.534,152,68818,False,en,blackthorn,6.6,"In Bolivia, Butch Cassidy (now calling himself James Blackthorne) pines for one last sight of home, an adventure that aligns him with a young robber and makes the duo a target for gangs and lawmen alike.",R,2011,08,Magn.,"$4,500,000","$200,558","$1,217,307",tt1629705,blackthorn,Blackthorn,2011,102.0,"Action,Adventure,Western",6.6,8553,"Stephen Rea,Sam Shepard,Magaly Solier,Eduardo Noriega",Mateo Gil,"Andrés Santana,Ibon Cormenzana",,Miguel Barros
554,9.361,846,69668,False,en,dream house,6.0,"Publisher Will Atenton quits a lucrative job in New York to relocate his wife, Libby, and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.",PG-13,2011,09,Uni.,"$50,000,000","$21,302,340","$41,642,166",tt1462041,dream house,Dream House,2011,84.0,"Drama,Mystery,Thriller",6.0,59714,"Naomi Watts,Elias Koteas,Rachel Weisz,Daniel Craig",Jim Sheridan,"Ehren Kruger,David Robinson,James G. Robinson,Daniel Bobker",,David Loucka
555,9.829,182,69778,False,en,a good old fashioned orgy,5.9,A group of 30-year-olds who have been friends since high school attempt to throw an end-of-summer orgy.,R,2011,09,Gold.,,,,tt1231586,a good old fashioned orgy,A Good Old Fashioned Orgy,2011,95.0,"Comedy,Romance",6.2,19805,"Tyler Labine,Jason Sudeikis,Leslie Bibb,Lake Bell","Alex Gregory,Peter Huyck",James D. Stern,Anita Brandt Burgoyne,
556,8.303,613,69798,False,en,the inbetweeners movie,6.2,"High school graduation just wouldn’t be complete without an un-chaperoned, uninhibited and unforgettable final holiday. At least that’s what Will, Jay, Simon and Neil think when they book a two-week stay on an exotic Greek island. As their dreams of sun-drenched days and booze-filled nights are left hopelessly unfulfilled, the lads fight their way into the party scene with hilariously humiliating results in this smash hit UK raunchy comedy.",R,2011,08,,,,,tt1716772,the inbetweeners movie,The Inbetweeners Movie,2011,97.0,Comedy,6.8,73217,"James Buckley,Blake Harrison,Joe Thomas,Simon Bird",Ben Palmer,Christopher Young,,"Iain Morris,Damon Beesley"
557,14.049,127,70057,False,cn,dragon,7.1,"A sinful martial arts expert wants to start a new tranquil life, only to be hunted by a determined detective and his former master.",R,2011,07,,,,,tt1718199,dragon,Wu xia,2011,115.0,"Action,Crime,Drama",7.1,12883,"Wei Tang,Donnie Yen,Takeshi Kaneshiro,Jia-Min Li",Peter Ho-Sun Chan,Yuet-Jan Hui,,"Joyce Chan,Oi Wah Lam"
558,14.987,16585,70160,False,en,the hunger games,7.1,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",PG-13,2012,03,LGF,"$80,000,000","$408,010,692","$677,923,379",tt1392170,the hunger games,The Hunger Games,2012,142.0,"Action,Adventure,Sci-Fi",7.2,795227,"Josh Hutcherson,Stanley Tucci,Liam Hemsworth,Jennifer Lawrence",Gary Ross,"Jon Kilik,Nina Jacobson",,"Billy Ray,Suzanne Collins"
559,14.765,873,70435,False,en,haywire,5.6,"Mallory Kane is a highly trained operative who works for a government security contractor in the dirtiest, most dangerous corners of the world. After successfully freeing a Chinese journalist held hostage, she is double crossed and left for dead by someone close to her in her own agency. Suddenly the target of skilled assassins who know her every move, Mallory must find the truth in order to stay alive.",,2011,11,,,,,tt1506999,haywire,Haywire,2011,93.0,"Action,Drama,Thriller",5.8,78681,"Ewan McGregor,Michael Fassbender,Michael Angarano,Gina Carano",Steven Soderbergh,Gregory Jacobs,,Lem Dobbs
560,11.626,838,70436,False,en,the raven,6.3,"A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.",R,2012,03,Rela.,"$26,000,000","$16,008,272","$30,601,801",tt1486192,the raven,The Raven,2012,110.0,"Crime,Mystery,Thriller",6.4,79578,"John Cusack,Luke Evans,Alice Eve,Brendan Gleeson",James McTeigue,"Aaron Ryder,Marc D. Evans,Trevor Macy",,"Hannah Shakespeare,Ben Livingston"
561,8.832,278,70577,False,en,faces in the crowd,5.9,"A horror-thriller centered on a woman living with ""face-blindness"" after surviving a serial killer's attack. As she lives with her condition, one in which facial features change each time she loses sight of them, the killer closes in.",R,2011,10,,,,,tt1536410,faces in the crowd,Faces in the Crowd,2011,103.0,"Crime,Drama,Mystery",5.8,17596,"Michael Shanks,Milla Jovovich,David Atrakchi,Julian McMahon",Julien Magnat,"Kevin DeWalt,Jean-Charles Levy,Clément Miserez",,"Agnès Caffin,Kelly Smith"
562,12.872,738,70578,False,en,trespass,5.5,"Kyle and Sarah Miller have it all: a huge gated house on the water, fancy cars, and the potential for romance in their relationship. He's just back from a business trip and their teen daughter Avery is sneaking out to a party, when four thugs in security uniforms and ski masks stage a home invasion. They want what's in the safe: cash and diamonds. As Kyle stalls them, trying to negotiate for Sarah's freedom, the fault lines in Kyle and Sarah's marriage and the pasts of the four robbers come into play. Is there room here for heroism?",R,2011,10,,"$35,000,000","$16,816","$786,532",tt1674784,trespass,Trespass,2011,91.0,"Crime,Drama,Thriller",5.3,39404,"Nicole Kidman,Cam Gigandet,Nicolas Cage,Ben Mendelsohn",Joel Schumacher,"René Besson,David Winkler,Irwin Winkler",,Karl Gajdusek
563,10.307,141,70584,False,en,hellraiser: revelations,3.7,"Two friends in Mexico discover the Lament Configuration and unleash Pinhead, but one decides to try to survive by swapping himself with someone else. Once they go missing, family members go in search of them, but find Pinhead instead.",R,2011,10,,,,,tt1716747,hellraiser: revelations,Hellraiser: Revelations,2011,75.0,Horror,2.8,6281,"Steven Brand,Nick Eversman,Tracey Fairaway,Sebastien Roberts",Víctor García,"Joel Soisson,Aaron Ockman",,"Gary J. Tunnicliffe,Clive Barker"
564,13.204,254,70586,False,en,setup,4.8,"A group of friends plan out a detailed heist that turns deadly when one betrays the other by taking off with the goods. Taking matters into his own hands, Sonny seeks out his revenge teaming up with the most dangerous mob boss in town to get back what is rightfully his. When he finally comes face to face with his longtime friend he will be forced to make a life changing choice.",R,2011,10,,,,,tt1748197,setup,Setup,2011,85.0,"Action,Crime,Drama",4.4,19712,"Ryan Phillippe,Bruce Willis,50 Cent,Rory Markham",Mike Gunther,"George Furla,Randall Emmett",,Mike Behrman
565,7.225,72,70590,False,hi,singham,7.0,A Bollywood classic directed by Rodit Shetty. Singham tells the story of sub-inspector Durai Singan who uncovers a scam run by extortionist Vaaganam in which kidnaps children from wealthy families and holds them for ransom. With Singam on his tracks Vaaganam starts to target people dearest to him including his fiancé and close friend Inspecter Ravi. Singan has to stop Vaaganam before he puts any more lives in danger.,,2011,07,Relbig.,,,,tt1948150,singham,Singham,2011,143.0,"Action,Drama",6.8,12893,"Ajay Devgn,Kajal Aggarwal,Prakash Raj,Sonali Kulkarni",Rohit Shetty,Mahesh Ramanathan,,"Hari,Yunus Sajawal,Sajid,Farhad Samji"
566,10.308,434,70667,False,en,kon-tiki,7.0,"The true story about legendary explorer Thor Heyerdahl and his epic crossing of the Pacific on a balsa wood raft in 1947, in an effort to prove it was possible for South Americans to settle in Polynesia in pre-Columbian times.",PG-13,2012,08,,,,,tt1613750,kon-tiki,Kon-Tiki,2012,118.0,"Adventure,History",7.2,41707,"Anders Baasmo Christiansen,Gustaf Skarsgård,Pål Sverre Hagen,Odd-Magnus Williamson","Joachim Rønning,Espen Sandberg","Jeremy Thomas,Aage Aaberge",,Petter Skavlan
567,14.766,738,70670,False,no,headhunters,7.3,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary..,R,2011,08,,,,,tt1614989,headhunters,Hodejegerne,2011,96.0,"Action,Crime,Thriller",7.6,91246,"Nikolaj Coster-Waldau,Aksel Hennie,Synnøve Macody Lund,Julie R. Ølgaard",Morten Tyldum,"Asle Vatn,Marianne Gray",,"Jo Nesbø,Lars Gudmestad,Ulf Ryberg"
568,9.288,114,70695,False,en,dirty girl,6.3,"When Danielle is banished to special education because of her misbehavior, she joins Clarke on a road trip to discover themselves.",R,2010,09,,,,,tt1107319,dirty girl,Dirty Girl,2010,90.0,"Comedy,Drama",6.5,10038,"Juno Temple,Jeremy Dozier,Milla Jovovich,Zach Lasry",Abe Sylvia,"Rob Paris,Rachel Cohen,Jana Edelbaum,Charles Pugliese",,
569,10.317,267,70868,False,en,i don't know how she does it,5.3,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.",PG-13,2011,09,Wein.,"$24,000,000","$9,659,074","$24,474,463",tt1742650,i don't know how she does it,I Don't Know How She Does It,2011,89.0,"Comedy,Romance",4.9,18552,"Kelsey Grammer,Greg Kinnear,Pierce Brosnan,Sarah Jessica Parker",Douglas McGrath,Donna Gigliotti,,"Aline Brosh McKenna,Allison Pearson"
570,9.1,399,70954,False,en,the hunter,6.6,"Martin, a mercenary, is sent from Europe by an anonymous biotech company to the Tasmanian wilderness on a hunt for the last Tasmanian tiger.",R,2011,10,,,,,tt1703148,the hunter,The Hunter,2011,102.0,"Adventure,Drama,Thriller",6.8,34807,"Willem Dafoe,Sam Neill,Jacek Koman,Morgan Davies",Daniel Nettheim,Vincent Sheehan,,"Julia Leigh,Alice Addison,Wain Fimeri"
571,9.1,399,70954,False,en,the hunter,6.6,"Martin, a mercenary, is sent from Europe by an anonymous biotech company to the Tasmanian wilderness on a hunt for the last Tasmanian tiger.",R,2011,10,,,,,tt1922675,the hunter,Okhotnik,2011,124.0,Drama,5.7,111,"Gera Avdochenok,Mikhail Barskovich,Vladimir Degilev,Oksana Semenova",Bakur Bakuradze,Sergey Selyanov,Daria Gladysheva,Ilya Malakhova
572,30.768,8521,70981,False,en,prometheus,6.4,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",R,2012,05,Fox,"$125,000,000","$126,477,084","$402,448,265",tt1446714,prometheus,Prometheus,2012,124.0,"Adventure,Mystery,Sci-Fi",7.0,538720,"Michael Fassbender,Noomi Rapace,Charlize Theron,Logan Marshall-Green",Ridley Scott,David Giler,,"Damon Lindelof,Jon Spaihts,Dan O'Bannon,Ronald Shusett"
