,popularity,vote_count,id_x,adult,original_language,title,vote_average,overview,MPAA,year,month,studio,production_budget,domestic_gross,worldwide_gross,tconst,primary_title,original_title,start_year,runtime_minutes,genres,avg_rating_imdb,num_votes_imdb,actors,directors,producers,editors,writers
2232,12.952,2269,343674,False,en,gerald's game,6.4,"When her husband's sex game goes wrong, Jessie (who is handcuffed to a bed in a remote lake house) faces warped visions, dark secrets and a dire choice.",NR,2017,09,,,,,tt3748172,gerald's game,Gerald's Game,2017,103.0,"Drama,Horror,Thriller",6.6,65722,"Bruce Greenwood,Carla Gugino,Chiara Aurelia,Carel Struycken",Mike Flanagan,Trevor Macy,,"Stephen King,Jeff Howard"
2233,15.015,82,343795,False,en,90 minutes in heaven,5.6,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",PG-13,2015,09,,"$5,000,000","$4,816,142","$4,816,142",tt4337690,90 minutes in heaven,90 Minutes in Heaven,2015,121.0,Drama,4.8,3105,"Kate Bosworth,Hayden Christensen,Hudson Meek,Bobby Batson",Michael Polish,"George Furla,Randall Emmett,Rick Jackson",,"Don Piper,Cecil Murphey"
2234,8.965,166,343934,False,en,staten island summer,5.7,Pals Danny and Frank spend the summer after high school working as lifeguards while figuring out their future.,R,2015,06,,,,,tt3137764,staten island summer,Staten Island Summer,2015,108.0,Comedy,5.6,6167,"Bobby Moynihan,Graham Phillips,Ashley Greene,Zack Pearlman",Rhys Thomas,"John Goldwyn,Lorne Michaels",,Colin Jost
2235,11.676,688,344268,False,fr,the new adventures of aladdin,4.8,"A pair of losers working at department store plan to rob the place after it closes. When a bunch of kids show up begging for a story, the men launch into an improvised version of Aladdin.",,2015,10,,,,,tt4466864,the new adventures of aladdin,Les nouvelles aventures d'Aladin,2015,107.0,Comedy,4.7,1698,"Jean-Paul Rouve,William Lebghil,Vanessa Guide,Kev Adams",Arthur Benzaquen,"Jérôme Seydoux,Daniel Tordjman",,Daive Cohen
2236,13.341,893,345009,False,en,mine,6.5,"After a failed assassination attempt, a soldier finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical toll of the treacherous conditions.",NR,2016,10,,,,,tt3707104,mine,Mine,2016,106.0,"Action,Thriller,War",5.9,13169,"Tom Cullen,Armie Hammer,Clint Dyer,Annabelle Wallis","Fabio Guaglione,Fabio Resinaro",Peter Safran,Filippo Mauro Boni,
2237,5.492,30,345054,False,en,double daddy,5.7,A teen's life turns upside down when her boyfriend impregnates both her and a new student at school.,,2015,06,,,,,tt4733736,double daddy,Double Daddy,2015,85.0,"Drama,Romance,Thriller",6.3,780,"Brittany Curran,Maeve Quinlan,Cameron Palatas,Mollee Gray",Lee Friedlander,"Ken Sanders,Robert Ballo",,"Barbara Kymlicka,Alan Donahue"
2238,9.997,103,345317,False,en,final portrait,6.1,"Paris, 1964. The Swiss sculptor and painter Alberto Giacometti, one of the most accomplished and respected artists of his generation, asks his friend, the American writer James Lord, to sit for a portrait, assuring him that it will take no longer than two or three hours, an afternoon at the most.",,2017,08,,,,,tt4494718,final portrait,Final Portrait,2017,90.0,"Biography,Comedy,Drama",6.3,3841,"Geoffrey Rush,Tony Shalhoub,Sylvie Testud,Armie Hammer",Stanley Tucci,"Gail Egan,Ilann Girard,Nik Bower",,James Lord
2239,7.288,15,345323,False,en,unity,7.4,"Despite the advent of science, literature, technology, philosophy, religion, and so on -- none of these has assuaged humankind from killing one another, the animals, and nature. UNITY is a film about why we can't seem to get along, even after thousands and thousands of years.",PG-13,2015,08,,,,,tt2049636,unity,Unity,2015,99.0,Documentary,7.5,759,"Aaron Paul,Adrian Grenier,Alison Eastwood,Adam Levine",Shaun Monson,Melissa Danis,,
2240,11.055,142,345468,False,en,contracted: phase ii,5.2,"Picking up directly where the previous film left off, the story follows Riley, one of the last people to come in contact with Samantha, as he scrambles to track down those responsible for the outbreak before the highly contagious disease not only consumes his body, but the world as we know it.",,2015,07,,,,,tt4255110,contracted: phase ii,Contracted: Phase II,2015,78.0,"Drama,Horror,Thriller",5.1,3971,"Morgan Peter Brown,Matt Mercer,Marianna Palka,Anna Lore",Josh Forbes,"J.D. Lifshitz,Raphael Margules",Ruben Sebban,Craig Walendziak
2241,10.726,99,345875,False,en,the abandoned,4.6,"A troubled young woman who, in a last-ditch effort at getting her life together, takes a job working nights as a security guard at an abandoned luxury apartment building. Stuck with a brusque rent-a-cop as her partner, she tries to not let her mind play tricks on her while she patrols the empty halls. But as the night progresses strange things begin to happen - and she realizes it may not all be in her head.",,2015,06,,,,,tt3311988,the abandoned,The Confines,2015,86.0,"Horror,Mystery,Thriller",5.0,3924,"Jason Patric,Louisa Krause,Mark Margolis,Ezra Knight",Eytan Rockaway,"Carlos Velazquez,Mike Landry",,Ido Fluk
2242,17.946,2825,345887,False,en,the equalizer 2,6.5,"Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when a long-time girl friend is murdered.",R,2018,07,Sony,"$77,000,000","$102,084,362","$190,453,132",tt3766354,the equalizer 2,The Equalizer 2,2018,121.0,"Action,Crime,Thriller",6.7,97963,"Denzel Washington,Orson Bean,Pedro Pascal,Ashton Sanders",Antoine Fuqua,"Todd Black,Jason Blumenthal",,"Richard Wenk,Michael Sloan,Richard Lindheim"
2243,13.66,2701,345911,False,en,lights out,6.3,"When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged.",,2016,07,WB (NL),"$5,000,000","$67,268,835","$148,806,510",tt4786282,lights out,Lights Out,2016,81.0,"Drama,Horror,Mystery",6.3,100650,"Teresa Palmer,Billy Burke,Gabriel Bateman,Maria Bello",David F. Sandberg,"Lawrence Grey,James Wan",,Eric Heisserer
2244,12.923,623,345914,False,en,the house,5.7,"When Scott and Kate Johansen’s daughter gets into the college of her dreams it’s cause for celebration. That is, until Scott and Kate learn that the scholarship they were counting on didn’t come through, and they’re now on the hook for tuition they can’t begin to afford. With the help of their friend and neighbor Frank also in need of a major payday they decide to open an illegal casino in his suburban house, risking everything together on a Vegas-style bacchanal where money flows, inhibitions are checked at the door, and all bets are off.",R,2017,06,WB (NL),"$40,000,000","$25,584,504","$31,192,425",tt4481514,the house,The House,2017,88.0,"Comedy,Crime",5.6,33365,"Amy Poehler,Will Ferrell,Ryan Simpkins,Jason Mantzoukas",Andrew Jay Cohen,"Adam McKay,Joseph Drake,Jessica Elbaum,Nathan Kahane",,Brendan O'Brien
2245,10.711,372,345915,False,en,once upon a time in venice,5.1,"Steve Ford is a private detective in Venice Beach, Calif., who's good with the ladies, bad with the punches and wild about his dog Buddy. When local thugs steal Buddy, Ford turns to Spyder, their devious leader, and forges an unlikely alliance. With help from his best friend, Steve pulls out the big guns to retrieve Spyder's stolen cash and cocaine and save Buddy.",R,2017,06,,,,,tt4694544,once upon a time in venice,Once Upon a Time in Venice,2017,94.0,"Comedy,Crime,Mystery",5.3,14647,"John Goodman,Jason Momoa,Bruce Willis,Emily Robinson",Mark Cullen,"Nicolas Chartier,Zev Foreman,Laura Ford",,Robb Cullen
2246,12.914,162,345918,False,en,come and find me,5.6,"When his girlfriend goes missing, David must track down her whereabouts after he realizes she's not who she was pretending to be.",R,2016,11,,,,,tt2597768,come and find me,Come and Find Me,2016,112.0,Thriller,5.7,6875,"Aaron Paul,Garret Dillahunt,Zachary Knighton,Annabelle Wallis",Zack Whedon,"Brian Kavanaugh-Jones,Chris Ferguson,Leon Clarance",,
2247,12.034,4128,345920,False,en,collateral beauty,7.2,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",PG-13,2016,12,WB (NL),"$36,000,000","$31,016,021","$85,309,093",tt4682786,collateral beauty,Collateral Beauty,2016,97.0,"Drama,Romance",6.8,78764,"Edward Norton,Michael Peña,Kate Winslet,Will Smith",David Frankel,"Bard Dorros,Michael Sugar,Anthony Bregman,Kevin Scott Frakes",,Allan Loeb
2248,12.786,830,345922,False,en,fist fight,6.0,"When one school teacher gets the other fired, he is challenged to an after-school fight.",R,2017,02,WB (NL),"$25,000,000","$32,187,017","$40,286,416",tt3401882,fist fight,Fist Fight,2017,91.0,Comedy,5.6,35136,"Christina Hendricks,Charlie Day,Ice Cube,Tracy Morgan",Richie Keen,"Shawn Levy,Dan Cohen",,"Van Robichaux,Max Greenfield,Evan Susser"
2249,9.607,164,345925,False,en,rupture,4.9,A single mom tries to break free from a mysterious organization that has abducted her.,,2016,11,,,,,tt4578118,rupture,Rupture,2016,102.0,"Horror,Sci-Fi,Thriller",4.8,5240,"Michael Chiklis,Kerry Bishé,Noomi Rapace,Peter Stormare",Steven Shainberg,"Andrea Iervolino,Andrew Lazar,Monika Bacardi,Christina Weiss Lurie",,Brian Nelson
2250,9.555,82,345934,False,en,air strike,3.9,An American pilot is sent to a Chinese province to teach a crew of would-be pilots how to fly war planes against the Japanese during World War II.,R,2018,10,,"$65,000,000",$0,"$516,279",tt4743226,air strike,Da hong zha,2018,120.0,"Action,Adventure,Drama",3.3,2536,"William Wai-Ting Chan,Bruce Willis,Ye Liu,Seung-heon Song",Xiao Feng,"Jian-Xiang Shi,Stephen J. Eads,Haiyang Jiang",,"Ping Chen,Tie Dong Zhou"
2251,13.817,1148,345938,False,en,the shack,7.2,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",PG-13,2017,03,LG/S,,,,tt2872518,the shack,The Shack,2017,132.0,"Drama,Fantasy",6.3,26065,"Sam Worthington,Radha Mitchell,Tim McGraw,Octavia Spencer",Stuart Hazeldine,,,"Destin Daniel Cretton,John Fusco,Wayne Jacobsen,Andrew Lanham,William P. Young"
2252,27.114,4138,345940,False,en,the meg,6.0,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",PG-13,2018,08,WB,"$178,000,000","$145,443,742","$529,530,715",tt4779682,the meg,The Meg,2018,113.0,"Action,Horror,Sci-Fi",5.7,114042,"Bingbing Li,Rainn Wilson,Jason Statham,Cliff Curtis",Jon Turteltaub,Belle Avery,,"Jon Hoeber,Erich Hoeber,Dean Georgaris,Steve Alten"
2253,16.637,13748,346364,False,en,it,7.2,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",R,2017,09,WB (NL),"$35,000,000","$327,481,748","$697,457,969",tt1396484,it,It,2017,135.0,"Horror,Thriller",7.4,359123,"Bill Skarsgård,Jaeden Martell,Finn Wolfhard,Sophia Lillis",Andy Muschietti,Seth Grahame-Smith,,"Stephen King,Chase Palmer,Cary Joji Fukunaga,Gary Dauberman"
2254,9.607,90,346401,False,en,daft punk unchained,7.2,"Daft Punk Unchained is the first film about the pop culture phenomenon that is Daft Punk, the duo with 12 million albums sold worldwide and seven Grammy Awards. Throughout their career Thomas Bangalter and Guy-Manuel de Homem-Christo have always resisted compromise and the established codes of show business. They have remained determined to maintain control of every link in the chain of their creative process. In the era of globalisation and social networks, they rarely speak in public and neither do they show their faces on TV.  This documentary explores this unprecedented cultural revolution revealing a duo of artists on a permanent quest for creativity, independence and freedom.",,2015,06,,,,,tt3833822,daft punk unchained,Daft Punk Unchained,2015,85.0,"Documentary,Music",7.3,2789,,Hervé Martin-Delpierre,"Patrice Gellé,Jean-Louis Blot",,Marina Rozenman
2255,16.347,1203,346648,False,en,paddington 2,7.5,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",PG,2017,11,,,,,tt4468740,paddington 2,Paddington 2,2017,103.0,"Adventure,Comedy,Family",7.9,46481,"Sally Hawkins,Ben Whishaw,Hugh Grant,Hugh Bonneville",Paul King,David Heyman,,"Jon Croker,Michael Bond,Simon Farnaby,Simon Stephenson"
2256,8.067,70,346650,False,en,girlfriend's day,4.7,"In a city where greeting card writers are celebrated like movie stars, Romance writer Ray used to be the king. In trying to recapture the feelings that once made him the greatest, he gets entangled in a web of murder and deceit as writers vie to create the perfect card for a new holiday: Girlfriend's Day.",,2017,01,,,,,tt2962984,girlfriend's day,Girlfriend's Day,2017,65.0,"Comedy,Drama",5.2,2938,"Stacy Keach,Amber Tamblyn,Alex Karpovsky,Bob Odenkirk",Michael Paul Stephenson,"M. Elizabeth Hughes,Marc Provissiero",,"Eric Hoffman,Philip Zlotorynski"
2257,17.57,176,346651,False,en,pandemic,4.6,"After a virus of epic proportions overwhelms the planet—with more infected than uninfected—humanity is losing its grip on survival and its only hope is finding a cure and keeping the infected contained. Lauren, a doctor, arrives in Los Angeles with her crack team to lead the hunt for uncontaminated civilian survivors, but nothing can prepare them for the blood-soaked mayhem they witness as they head into the Californian streets where everything is considered a trap.",PG-13,2016,02,,,,,tt3774802,pandemic,Pandemic,2016,91.0,"Action,Horror,Sci-Fi",4.4,6948,"Mekhi Phifer,Alfie Allen,Missi Pyle,Rachel Nichols",John Suits,Gabriel Cowan,Nicholas Larrabure,Dustin T. Benson
2258,8.591,624,346671,False,en,little evil,5.6,"Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.",,2017,08,,,,,tt2937366,little evil,Little Evil,2017,94.0,"Comedy,Horror",5.7,15859,"Adam Scott,Evangeline Lilly,Owen Atlas,Marcus Terrell Smith",Eli Craig,"Jason Michael Berman,Nicholas David Nesbitt",,
2259,28.655,2647,346672,False,en,underworld: blood wars,5.6,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.",R,2016,11,,,,,tt3717252,underworld: blood wars,Underworld: Blood Wars,2016,91.0,"Action,Adventure,Fantasy",5.8,62942,"Kate Beckinsale,Lara Pulver,Theo James,Tobias Menzies",Anna Foerster,,,"Kevin Grevioux,Cory Goodman,Len Wiseman,Kyle Ward,Danny McBride"
2260,8.903,229,346681,False,en,wilson,5.7,"Middle-aged and divorced, Wilson finds himself lonely, smug and obsessed with his past.",,2017,03,,,,,tt1781058,wilson,Wilson,2017,94.0,"Comedy,Drama",5.8,8985,"Woody Harrelson,Sandra Lee-Oian Thomas,Shaun J. Brown,James Robert Miller",Craig Johnson,"Jared Goldman,Mary Jane Skalski",,Daniel Clowes
2261,8.903,229,346681,False,en,wilson,5.7,"Middle-aged and divorced, Wilson finds himself lonely, smug and obsessed with his past.",,2017,03,,,,,tt7283700,wilson,Wilson,2017,104.0,Documentary,7.1,7,,Mateo Gutiérrez,Mariana Secco,Sebastián Cerveñansky,
2262,15.765,4231,346685,False,en,the girl on the train,6.4,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.",R,2016,10,,"$45,000,000","$75,395,035","$174,278,214",tt3631112,the girl on the train,The Girl on the Train,2016,112.0,"Crime,Drama,Mystery",6.5,150977,"Justin Theroux,Rebecca Ferguson,Emily Blunt,Haley Bennett",Tate Taylor,"Marc Platt,Jared LeBoff",,"Erin Cressida Wilson,Paula Hawkins"
2263,15.875,347,346808,False,en,momentum,5.8,"When Alex, an infiltration expert with a secret past, accidentally reveals her identity during what should have been a routine heist, she quickly finds herself mixed up in a government conspiracy and entangled in a deadly game of cat-and-mouse with a master assassin and his team of killers.  Armed with her own set of lethal skills, Alex looks to exact revenge for her murdered friends while uncovering the truth.",R,2015,08,,,,,tt3181776,momentum,Momentum,2015,96.0,"Action,Crime,Thriller",5.5,12569,"Olga Kurylenko,Morgan Freeman,James Purefoy,Greg Kriek",Stephen S. Campanelli,"Anton Ernst,Donald A. Barton",,"Adam Marcus,Debra Sullivan"
2264,23.242,2862,346910,False,en,the predator,5.4,"When a kid accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled female scientist can prevent the end of the human race.",R,2018,09,,"$88,000,000","$51,024,708","$159,487,563",tt3829266,the predator,The Predator,2018,107.0,"Action,Adventure,Sci-Fi",5.4,94888,"Boyd Holbrook,Trevante Rhodes,Keegan-Michael Key,Jacob Tremblay",Shane Black,John Davis,,"Jim Thomas,John Thomas,Fred Dekker"
2265,10.556,344,347026,False,en,a united kingdom,6.7,"The inspiring true story of Seretse Khama, the King of Bechuanaland (modern Botswana), and Ruth Williams, the London office worker he married in 1948 in the face of fierce opposition from their families and the British and South African governments. Seretse and Ruth defied family, Apartheid and empire - their love triumphed over every obstacle flung in their path and in so doing they transformed their nation and inspired the world.",PG-13,2016,11,,,,,tt3387266,a united kingdom,A United Kingdom,2016,111.0,"Biography,Drama,Romance",6.8,12231,"Rosamund Pike,David Oyelowo,Tom Felton,Jack Davenport",Amma Asante,"Peter Heslop,Charlie Mason,Brunson Green",,"Guy Hibbert,Susan Williams"
2266,10.67,2251,347031,False,en,swiss army man,7.0,"Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.",,2016,06,A24,"$3,000,000","$4,210,454","$5,837,111",tt4034354,swiss army man,Swiss Army Man,2016,97.0,"Adventure,Comedy,Drama",7.0,91736,"Paul Dano,Daniel Radcliffe,Mary Elizabeth Winstead,Antonia Ribero","Dan Kwan,Daniel Scheinert","Amanda Marshall,Miranda Bailey,Lawrence Inglee,Lauren Mann",,
2267,7.453,68,347033,False,en,equity,5.7,"Senior investment banker Naomi Bishop’s world of high-power big money is brutal and fierce, and one she thrives in. When a controversial IPO threatens the fragile balance of power and confidentiality, Naomi finds herself entangled in a web of politics and deception.",,2016,07,,,,,tt3958780,equity,Equity,2016,100.0,Drama,5.5,3131,"Anna Gunn,James Purefoy,Sarah Megan Thomas,Alysia Reiner",Meera Menon,,,Amy Fox
2268,8.78,79,347096,False,en,mythica: the darkspore,5.8,"When Teela’s sister is murdered and a powerful relic stolen, Marek and her friends face a sinister new enemy – Kishkumen, a foreign mystic bent on reclaiming the Darkspore for his master Szorlok. Armed with twin maps, Marek and her team race Kishkumen and his horde through creature-infested lands, to a long abandoned underground city – all the while pursued by bounty hunters intent on returning Marek to slavery.",NR,2015,06,,,,,tt3478232,mythica: the darkspore,Mythica: The Darkspore,2015,107.0,"Action,Adventure,Fantasy",5.7,3515,"Nicola Posener,Adam Johnson,Melanie Stone,Jake Stormoen",Anne K. Black,,,"Justin Partridge,Jason Faller,Kynan Griffin,Liska Ostojic"
2269,7.107,54,347111,False,en,scorched earth,5.3,A bounty hunter named Atticus Gage tracks down criminals in a post-apocalyptic Earth.,R,2018,02,,,,,tt2392748,scorched earth,Scorched Earth,2018,96.0,"Action,Sci-Fi",4.6,2394,"John Hannah,Dean Jagger,Gina Carano,Ryan Robbins",Peter Howitt,"Jamie Goehring,Kevin Leslie",,"Bobby Mort,Kevin Leeson"
2270,12.769,233,347126,False,en,god's not dead 2,5.7,"When a high school teacher is asked a question in class about Jesus, her reasoned response lands her in deep trouble and could expel God from the public square once and for all.",PG,2016,04,PFR,,,,tt4824308,god's not dead 2,God's Not Dead 2,2016,120.0,Drama,4.4,10311,"Melissa Joan Hart,David A.R. White,Jesse Metcalfe,Hayley Orrantia",Harold Cronk,"Michael Scott,Elizabeth Hatcher-Travis,Russell Wolfe",,"Chuck Konzelman,Cary Solomon"
2271,16.586,479,347201,False,ja,boruto: naruto the movie,7.7,"Boruto is the son of the 7th Hokage Naruto who completely rejects his father. Behind this, he has feelings of wanting to surpass Naruto, who is respected as a hero. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation written by Masashi Kishimoto rises!",PG-13,2015,08,Elev.,,,,tt4618398,boruto: naruto the movie,Boruto: Naruto the Movie,2015,95.0,"Action,Adventure,Animation",8.0,7105,"Kokoro Kikuchi,Junko Takeuchi,Yûko Sanpei,Ryûichi Kijima",Hiroyuki Yamashita,"Shoji Matsui,Takayuki Hirobe,Koichi Machiyama",,"Masashi Kishimoto,Ukyô Kodachi"
2272,13.772,1372,347375,False,en,mile 22,6.1,"An elite group of American operatives, aided by a top-secret tactical command team, must transport an asset who holds life-threatening information to an extraction point 22 miles away through the hostile streets of an Asian city.",R,2018,08,STX,"$35,000,000","$36,108,758","$66,295,121",tt4560436,mile 22,Mile 22,2018,94.0,"Action,Adventure,Thriller",6.1,47862,"Mark Wahlberg,John Malkovich,Lauren Cohan,Iko Uwais",Peter Berg,Stephen Levinson,,"Lea Carpenter,Graham Roland"
2273,7.754,143,347689,False,en,pee-wee's big holiday,6.1,A fateful meeting with a mysterious stranger inspires Pee-wee Herman to take his first-ever holiday.,PG,2016,03,,,,,tt0837156,pee-wee's big holiday,Pee-wee's Big Holiday,2016,90.0,"Adventure,Comedy,Family",6.2,6362,"Jordan Black,Paul Reubens,Doug Cox,Linda Porter",John Lee,Judd Apatow,Jeff Buchanan,Paul Rust
2274,8.449,190,347754,False,en,curve,5.5,A young woman becomes trapped in her car after a hitchhiker causes her to have an automobile accident.,R,2015,08,,,,,tt3212904,curve,Curve,2015,81.0,"Horror,Thriller",5.5,5844,"Julianne Hough,Penelope Mitchell,Madalyn Horcher,Teddy Sears",Iain Softley,"Jason Blum,Jaume Collet-Serra,Juan Sola",,"Kimberly Lofstrom Johnson,Lee Patterson"
2275,8.062,131,347762,False,en,most likely to die,4.3,"A group of former classmates gather for a pre-party at one of their homes the night before their 10-year high school reunion, and one by one, they are brutally slain in a manner befitting each's senior yearbook superlative.",,2015,08,,,,,tt4163224,most likely to die,Most Likely to Die,2015,90.0,Horror,4.0,4014,"Jake Busey,Chad Addison,Tess Christiansen,John Doe",Anthony DiBlasi,"Margret H. Huddleston,Suzanne Lyons,Hannah Pillemer,Michael Tarzian",,Laura Brennan
2276,6.14,19,347764,False,en,goddess of love,5.8,Enter into a baroque vortex of madness when an emotionally unstable woman is shattered after tremendous heartbreak. Brian was the love of Venus’ life and the thought of him having an affair with another woman begins her volatile descent into the dark side of psychosexual insanity.,,2015,08,,,,,tt3432552,goddess of love,Goddess of Love,2015,93.0,"Drama,Horror,Mystery",5.4,1067,"Elizabeth Sandy,Alexis Kendra,Woody Naismith,Monda Scott",Jon Knautz,,Matthew Brulotte,
2277,11.358,78,347847,False,en,the sand,4.2,"Just when you thought it was safe to go back in the water again, you can’t even get across the sand! BLOOD BEACH meets SPRING BREAKERS in an ace monster mash-up of smart nostalgia and up-to-the-minute visual effects. After an all-night graduation beach party, a group of hung-over students wake up under blazing sun to find their numbers somewhat depleted. An enormous alien creature has burrowed down deep and anyone foolish enough to make contact with the sand finds themselves at the mercy of a sea of flesh-eating tentacles. Will they ever be able to escape its carnivorous clutches?",,2015,08,,,,,tt3399484,the sand,The Sand,2015,84.0,"Comedy,Horror,Sci-Fi",3.8,2967,"Dean Geyer,Brooke Butler,Cleo Berry,Cynthia Murell",Isaac Gabaeff,"Jordan Rosner,Gato Scatena,Jacob Silver",,"Ben Powell,Alex Greenfield"
2278,11.93,245,347945,False,en,synchronicity,5.6,"In this mind-bending 'Sci-Fi Noir' a daring physicist folds time to travel into the past, trying to stop a mysterious woman from stealing his invention. But once there, he uncovers a surprising truth about the machine, the woman, and his own fractured reality.",R,2015,07,,,,,tt2049543,synchronicity,Synchronicity,2015,101.0,"Drama,Mystery,Romance",5.5,9617,"AJ Bowen,Chad McKnight,Brianne Davis,Scott Poythress",Jacob Gentry,"Christopher Alender,Alexander Motlagh",,Alex Orr
2279,14.791,857,347969,False,en,the ridiculous 6,5.0,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",PG-13,2015,12,,"$60,000,000",$0,$0,tt2479478,the ridiculous 6,The Ridiculous 6,2015,119.0,"Comedy,Western",4.8,38694,"Terry Crews,Adam Sandler,Taylor Lautner,Jorge Garcia",Frank Coraci,"Allen Covert,Ted Sarandos",,Tim Herlihy
2280,11.223,421,347984,False,en,6 days,5.9,"London, England, April 1980. Six terrorists assault the Embassy of Iran and take hostages. For six days, tense negotiations are held while the authorities decide whether a military squad should intervene.",R,2017,08,,,,,tt4703048,6 days,6 Days,2017,94.0,"Action,Drama,History",6.2,14278,"Jamie Bell,Mark Strong,Abbie Cornish,Martin Shaw",Toa Fraser,Matthew Metcalfe,,Glenn Standring
2281,8.553,90,348296,False,en,the bad education movie,5.7,Mr Wickers and his class go on one final school trip after they finish their GCSEs.,PG-13,2015,08,,,,,tt4660980,the bad education movie,The Bad Education Movie,2015,90.0,Comedy,5.7,5620,"Jack Whitehall,Weruche Opia,Charlie Wernham,Nikki Runeckles",Elliot Hegarty,Pippa Brown,,"Freddy Syborn,Ben Cavey"
2282,33.419,5414,348350,False,en,solo: a star wars story,6.6,"Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.",PG-13,2018,05,BV,"$275,000,000","$213,767,512","$393,151,347",tt3778644,solo: a star wars story,Solo: A Star Wars Story,2018,135.0,"Action,Adventure,Fantasy",7.0,226243,"Alden Ehrenreich,Woody Harrelson,Emilia Clarke,Donald Glover",Ron Howard,"Kathleen Kennedy,Simon Emanuel",,"George Lucas,Jonathan Kasdan,Lawrence Kasdan"
2283,11.504,145,348389,False,en,stratton,4.9,A British Special Boat Service commando tracks down an international terrorist cell.,,2017,07,,,,,tt3567666,stratton,Stratton,2017,94.0,"Action,Thriller",4.8,3715,"Dominic Cooper,Gemma Chan,Connie Nielsen,Austin Stowell",Simon West,"Guy Collins,Matthew Jenkins",,"Warren Davis II,Duncan Falconer"
2284,9.104,554,348678,False,sv,a man called ove,7.5,"Despite grumpy 59 year-old Ove being deposed as president of his condominium association, but he keeps looking over the neighbourhood with an iron fist. When pregnant Parvaneh and her family move into the terraced house opposite Ove and she accidentally back into Ove’s mailbox, it sets off a series of unexpected changes in his life.",,2015,12,,,,,tt4080728,a man called ove,En man som heter Ove,2015,116.0,"Comedy,Drama,Romance",7.7,39163,"Filip Berg,Ida Engvoll,Rolf Lassgård,Bahar Pars",Hannes Holm,"Annica Bellander,Nicklas Wikström Nicastro",,Fredrik Backman
2285,9.076,386,350312,False,te,baahubali 2: the conclusion,7.2,"When Mahendra, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",,2017,04,GrtIndia,"$30,000,000","$18,985,794","$263,502,914",tt4849438,baahubali 2: the conclusion,Baahubali 2: The Conclusion,2017,167.0,"Action,Drama",8.3,65656,"Anushka Shetty,Rana Daggubati,Tamannaah Bhatia,Prabhas",S.S. Rajamouli,,,"Madhan Karky,Ajay Kumar,Vijayendra Prasad,Manoj Muntashir,C.H. Vijay Kumar"
