,popularity,vote_count,id_x,adult,original_language,title,vote_average,overview,MPAA,year,month,studio,production_budget,domestic_gross,worldwide_gross,tconst,primary_title,original_title,start_year,runtime_minutes,genres,avg_rating_imdb,num_votes_imdb,actors,directors,producers,editors,writers,primary_genre,secondary_genre,new_genre,worldwide_gross_z,domestic_gross_z
198,26.293,3236,41630,False,en,no strings attached,6.2,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",R,2011,01,Par.,25.0,70.66,149.23,tt1411238,no strings attached,No Strings Attached,2011,108.0,"Comedy,Romance",6.2,197663,"Cary Elwes,Kevin Kline,Ashton Kutcher,Natalie Portman",Ivan Reitman,"Joe Medjuck,Jeffrey Clifford",,"Elizabeth Meriwether,Michael Samonek",Comedy,Romance,Comedy,-0.057003662833135786,0.0609614287277814
199,19.058,3672,41733,False,en,due date,6.3,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",R,2010,11,WB,65.0,100.54,211.74,tt1231583,due date,Due Date,2010,95.0,"Adventure,Comedy",6.5,303523,"Robert Downey Jr.,Jamie Foxx,Michelle Monaghan,Zach Galifianakis",Todd Phillips,Daniel Goldberg,,"Alan R. Cohen,Alan Freedland,Adam Sztykiel",Adventure,Comedy,Adventure,0.21964925096110705,0.42999292090170893
200,14.098,1522,42188,False,en,never let me go,6.8,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",R,2010,02,FoxS,15.0,2.43,11.17,tt1334260,never let me go,Never Let Me Go,2010,103.0,"Drama,Romance,Sci-Fi",7.1,130084,"Keira Knightley,Andrew Garfield,Carey Mulligan,Izzy Meikle-Small",Mark Romanek,"Andrew Macdonald,Allon Reich",,"Kazuo Ishiguro,Alex Garland",Drama,Romance,Drama,-0.6680211204948404,-0.7817098802088673
203,12.303,1528,42297,False,en,burlesque,7.2,"The Burlesque Lounge has its best days behind it. Tess, a retired dancer and owner of the venue, struggles to keep the aging theater alive, facing all kinds of financial and artistic challenges. With the Lounge's troupe members becoming increasingly distracted by personal problems and a threat coming from a wealthy businessman's quest to buy the spot from Tess, the good fortune seems to have abandoned the club altogether. Meanwhile, the life of Ali, a small-town girl from Iowa, is about to change dramatically. Hired by Tess as a waitress at the Lounge, Ali escapes a hollow past and quickly falls in love with the art of burlesque. Backed by newfound friends amongst the theater's crew, she manages to fulfill her dreams of being on stage herself. Things take a dramatic turn though when Ali's big voice makes her become the main attraction of the venue.",PG-13,2010,11,SGem,55.0,39.44,90.55,tt1126591,burlesque,Burlesque,2010,119.0,"Drama,Music,Musical",6.4,71021,"Alan Cumming,Cher,Christina Aguilera,Eric Dane",Steve Antin,Donald De Line,Virginia Katz,,Drama,Music,Drama,-0.3167059981626217,-0.3246196685168643
205,15.974,1003,42684,False,en,skyline,4.9,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",PG-13,2010,11,Uni.,10.0,21.42,68.26,tt1564585,skyline,Skyline,2010,92.0,"Action,Sci-Fi,Thriller",4.4,83710,"Eric Balfour,Donald Faison,Scottie Thompson,Brittany Daniel","Colin Strause,Greg Strause",Kristian James Andresen,,"Joshua Cordes,Liam O'Donnell",Action,Sci-Fi,Action,-0.4153557093844049,-0.5471748053633894
207,7.27,47,42889,False,en,the virginity hit,4.6,"Four guys, one camera, and their experience chronicling the exhilarating and terrifying rite of passage: losing your virginity. As these guys help their buddy get laid, they'll have to survive friends with benefits, Internet hookups, even porn stars during an adventure that proves why you will always remember your first time.",R,2010,09,,2.0,0.64,0.64,tt1695994,the virginity hit,The Virginity Hit,2010,86.0,Comedy,4.6,3696,"Matt Bennett,Zack Pearlman,Krysta Rodriguez,Jacob Davich","Huck Botko,Andrew Gurland","Peter Principato,Will Ferrell,Adam McKay,Chris Henchy",,,Comedy,,Comedy,-0.7146241469266653,-0.8038171884749762
209,19.3,4461,43074,False,en,ghostbusters,5.4,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",PG-13,2016,07,,144.0,128.35,229.01,tt1289401,ghostbusters,Ghostbusters,2016,116.0,"Action,Comedy,Fantasy",5.2,186788,"Kristen Wiig,Kate McKinnon,Melissa McCarthy,Leslie Jones",Paul Feig,Amy Pascal,,"Dan Aykroyd,Ivan Reitman,Katie Dippold,Harold Ramis",Action,Comedy,Action,0.2960817549001019,0.77345897837684
211,18.794,1855,43539,False,en,the next three days,7.0,"A married couple's life is turned upside down when the wife is accused of a murder. Lara Brennan is arrested for murdering her boss with whom she had an argument. It seems she was seen leaving the scene of the crime and her fingerprints were on the murder weapon. Her husband, John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. And when the strain of being separated from her family, especially her son, gets to her, John decides to break her out. So he does a lot of research to find a way.",PG-13,2010,11,LGF,30.0,21.15,67.26,tt1458175,the next three days,The Next Three Days,2010,133.0,"Action,Crime,Drama",7.4,168066,"Russell Crowe,Liam Neeson,Elizabeth Banks,Michael Buie",Paul Haggis,"Olivier Delbosc,Michael Nozik,Marc Missonnier",,"Fred Cavayé,Guillaume Lemans",Action,Crime,Action,-0.4197814478869524,-0.5505094272806237
215,31.632,1338,43593,False,en,piranha 3d,5.3,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",R,2010,08,W/Dim.,24.0,25.0,83.66,tt0464154,piranha 3d,Piranha 3D,2010,88.0,"Comedy,Horror",5.4,81327,"Ving Rhames,Elisabeth Shue,Jerry O'Connell,Richard Dreyfuss",Alexandre Aja,"Grégory Levasseur,Marc Toberoff,Mark Canton",,"Pete Goldfinger,Josh Stolberg",Comedy,Horror,Comedy,-0.3471993364451738,-0.5029601888311719
219,27.356,1600,43923,False,en,it's kind of a funny story,7.0,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,,2010,10,Focus,8.0,6.36,6.63,tt0804497,it's kind of a funny story,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance",7.1,125583,"Keir Gilchrist,Zach Galifianakis,Emma Roberts,Dana DeVestern","Anna Boden,Ryan Fleck","Kevin Misher,Ben Browning",,Ned Vizzini,Comedy,Drama,Comedy,-0.6881139732964059,-0.7331726056357906
220,10.316,307,43931,False,en,my soul to take,5.5,A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,R,2010,10,Uni.,25.0,14.74,16.73,tt0872230,my soul to take,My Soul to Take,2010,107.0,"Horror,Mystery,Thriller",4.8,18381,"Max Thieriot,John Magaro,Denzel Whitaker,Zena Grey",Wes Craven,"Anthony Katagas,Iya Labunka",Peter McNulty,,Horror,Mystery,Horror,-0.6434140144206765,-0.6296758216860746
221,10.977,1025,43933,False,en,monsters,6.2,"Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over Central America. Soon after, new life forms began to appear and half of Mexico was quarantined as an infected zone. Today, the American and Mexican military still struggle to contain ""the creatures,"" while a journalist agrees to escort a shaken tourist through the infected zone in Mexico to the safety of the U.S. border.",,2010,06,Magn.,0.5,0.24,5.64,tt1470827,monsters,Monsters,2010,94.0,"Drama,Sci-Fi,Thriller",6.4,84332,"Scoot McNairy,Annalee Jefferies,Whitney Able,Mario Zuniga Benavides",Gareth Edwards,"Allan Niblo,James Richardson",Colin Goudie,,Drama,Sci-Fi,Drama,-0.6924954544139279,-0.808757369093101
224,15.788,1291,43947,False,en,i spit on your grave,6.4,"Jennifer is a writer working on a new novel and, needing to get out of the city to finish it, hires a riverside apartment in upstate New York to finish her book—attracting the attention of a number of rowdy male locals.",R,2010,06,Anch.,1.75,0.09,1.28,tt1242432,i spit on your grave,I Spit on Your Grave,2010,108.0,"Horror,Thriller",6.3,68592,"Andrew Howard,Sarah Butler,Jeff Branson,Daniel Franzese",Steven R. Monroe,"Lisa M. Hansen,Paul Hertzberg",,"Adam Rockoff,Meir Zarchi",Horror,Thriller,Horror,-0.7117916742850349,-0.8106099368248978
225,14.66,1233,43949,False,en,flipped,7.6,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",,2010,08,WB,14.0,1.76,4.29,tt0817177,flipped,Flipped,2010,90.0,"Comedy,Drama,Romance",7.7,74937,"Callan McAuliffe,Madeline Carroll,Rebecca De Mornay,Anthony Edwards",Rob Reiner,Alan Greisman,,"Andrew Scheinman,Wendelin Van Draanen",Comedy,Drama,Comedy,-0.698470201392367,-0.7899846827442265
226,11.852,824,43959,False,en,soul surfer,7.0,"The true story of teen surfer Bethany Hamilton, who lost her arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.",PG,2011,04,TriS,18.0,43.85,47.16,tt1596346,soul surfer,Soul Surfer,2011,112.0,"Biography,Drama,Family",7.1,41659,"Helen Hunt,AnnaSophia Robb,Dennis Quaid,Carrie Underwood",Sean McNamara,,,"Michael Berk,Douglas Schwartz,Caleb Wilson,Deborah Schwartz,Matt Allen",Biography,Drama,Biography,-0.5087387917881567,-0.2701541772020376
227,11.594,194,44009,False,en,another year,6.9,"Mike Leigh’s much praised 2010 tragicomical drama. During a year, a very content couple approaching retirement are visited by friends and family less happy with their lives.",PG-13,2010,11,SPC,8.0,3.21,20.01,tt1431181,another year,Another Year,2010,129.0,"Comedy,Drama",7.3,26273,"Jim Broadbent,Lesley Manville,Ruth Sheen,Oliver Maltman",Mike Leigh,Georgina Lowe,Jon Gregory,,Comedy,Drama,Comedy,-0.6288975921323207,-0.7720765280035239
228,14.784,1871,44040,False,en,devil,6.0,"A group of people are trapped in an elevator high above Philadelphia, and one of them is the devil.",PG-13,2010,01,Uni.,10.0,33.68,63.35,tt1314655,devil,Devil,2010,80.0,"Horror,Mystery,Thriller",6.2,122080,"Chris Messina,Bokeem Woodbine,Logan Marshall-Green,Caroline Dhavernas",John Erick Dowdle,Sam Mercer,,"M. Night Shyamalan,Brian Nelson",Horror,Mystery,Horror,-0.4370860854319131,-0.3957582694178623
229,19.931,2278,44048,False,en,unstoppable,6.4,"A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania,  and proves to be unstoppable until a veteran engineer and young conductor risk their lives to try and stop it with a switch engine.",PG-13,2010,11,Fox,95.0,81.56,165.72,tt0477080,unstoppable,Unstoppable,2010,98.0,"Action,Thriller",6.8,173019,"Chris Pine,Denzel Washington,Rosario Dawson,Ethan Suplee",Tony Scott,"Julie Yorn,Alex Young,Eric McLeod,Mimi Rogers",,Mark Bomback,Action,Thriller,Action,0.01597676507387214,0.19558135057168405
231,12.889,413,44113,False,en,stone,5.3,"Parole officer Jack Mabry has only a few weeks left before retirement and wishes to finish out the cases he's been assigned. One such case is that of Gerald 'Stone' Creeson, a convicted arsonist who is up for parole. Jack is initially reluctant to indulge Stone in the coarse banter he wishes to pursue and feels little sympathy for the prisoner's pleads for an early release. Seeing little hope in convincing Jack himself, Stone arranges for his wife to seduce the officer, but motives and intentions steadily blur amidst the passions and buried secrets of the corrupted players in this deadly game of deception.",R,2010,10,Over.,22.0,1.81,4.07,tt1423995,stone,Stone,2010,105.0,"Drama,Thriller",5.4,38667,"Edward Norton,Robert De Niro,Milla Jovovich,Frances Conroy",John Curran,"Holly Wiersma,David Mimran,Jordan Schur",,Angus MacLachlan,Drama,Thriller,Drama,-0.6994438638629275,-0.7893671601669608
232,22.805,5319,44115,False,en,127 hours,7.0,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,R,2010,11,FoxS,18.0,18.34,60.22,tt1542344,127 hours,127 Hours,2010,94.0,"Adventure,Biography,Drama",7.6,323949,"James Franco,Sean Bott,Amber Tamblyn,Kate Mara",Danny Boyle,"Christian Colson,John Smithson",,"Simon Beaufoy,Aron Ralston",Adventure,Biography,Adventure,-0.4509386469448866,-0.5852141961229508
233,24.694,9981,44214,False,en,black swan,7.6,A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,R,2010,12,FoxS,13.0,106.95,331.27,tt0947798,black swan,Black Swan,2010,108.0,"Drama,Thriller",8.0,648854,"Natalie Portman,Winona Ryder,Mila Kunis,Vincent Cassel",Darren Aronofsky,"Scott Franklin,Mike Medavoy",,"John J. McLaughlin,Mark Heyman,Andres Heinz",Drama,Thriller,Drama,0.7486577741706067,0.5091593153071599
235,17.556,3513,44264,False,en,true grit,7.3,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.",PG-13,2010,12,Par.,35.0,171.24,252.28,tt1403865,true grit,True Grit,2010,110.0,"Adventure,Drama,Western",7.6,284034,"Josh Brolin,Matt Damon,Jeff Bridges,Hailee Steinfeld","Ethan Coen,Joel Coen",Scott Rudin,,Charles Portis,Adventure,Drama,Adventure,0.3990686898543817,1.303169845155279
238,12.736,583,44564,False,en,the dilemma,5.3,"Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out.",PG-13,2011,01,Uni.,70.0,48.48,70.55,tt1578275,the dilemma,The Dilemma,2011,111.0,"Comedy,Drama",5.3,48148,"Jennifer Connelly,Kevin James,Winona Ryder,Vince Vaughn",Ron Howard,Brian Grazer,,Allan Loeb,Comedy,Drama,Comedy,-0.4052207682135712,-0.21297158654724235
239,10.588,1071,44603,False,en,hereafter,6.0,"Three people — a blue-collar American, a French journalist and a London school boy — are touched by death in different ways.",PG-13,2010,10,WB,50.0,32.75,108.66,tt1212419,hereafter,Hereafter,2010,129.0,"Drama,Fantasy,Romance",6.5,87288,"Matt Damon,Bryce Dallas Howard,Cécile de France,Thierry Neuvic",Clint Eastwood,"Robert Lorenz,Kathleen Kennedy",Joel Cox,Peter Morgan,Drama,Fantasy,Drama,-0.23655587388148688,-0.4072441893550026
240,10.91,495,44629,False,en,animal kingdom,6.8,"Following the death of his mother, J finds himself living with his estranged family, under the watchful eye of his doting grandmother, Smurf, mother to the Cody boys. J quickly comes to believe that he is a player in this world. But, as he soon discovers, this world is far larger and more menacing than he could ever imagine. J finds himself at the center of a cold-blooded revenge plot that turns the family upside down.",,2010,06,SPC,4.2,1.04,8.08,tt1313092,animal kingdom,Animal Kingdom,2010,113.0,"Crime,Drama",7.3,51576,"Joel Edgerton,James Frecheville,Guy Pearce,Bryce Lindemann",David Michôd,Liz Watts,Luke Doolan,,Crime,Drama,Crime,-0.681696652467712,-0.7988770078568512
